,,,set(),
,,,,346204 407867
text,img,table,file,answer
Логическая функция F задаётся выражением  ((x → y ) ∧ (y → w)) ∨ (z ≡ ( x ∨ y)).,,,,
,set(),,,
,,"[[], ['???', '???', '???', '???', 'F'], ['1', '', '', '1', '0'], ['1', '', '', '', '0'], ['', '1', '', '1', '0']]",,
,,,set(),
,,,,ywzx
text,img,table,file,answer
"Квадрат разлинован на N × N клеток (1 < N < 26). Исполнитель Робот может перемещаться по клеткам, выполняя за одно перемещение одну из двух команд: вправо или вниз. По команде вправо Робот перемещается в соседнюю правую клетку; по команде вниз  — в соседнюю нижнюю. При попытке выхода за границу квадрата Робот разрушается. Перед каждым запуском Робота в каждой клетке квадрата указана плата за посещение в размере от 1 до 100. Посетив клетку, Робот платит за её посещение; это также относится к начальной и конечной клеткам маршрута Робота. ",,,,
,set(),,,
,,"[['1', '8', '8', '4'], ['10', '1', '1', '3'], ['1', '3', '12', '2'], ['2', '3', '5', '6']]",,
,,,set(),
,,,,438669
text,img,table,file,answer
"Дан квадрат 15 × 15 клеток, в каждой клетке которого записано целое число. В левом верхнем углу квадрата стоит ладья. За один ход ладья может переместиться в пределах квадрата на любое количество клеток вправо или вниз (влево и вверх ладья ходить не может). Необходимо переместить ладью в правый нижний угол так, чтобы сумма чисел в клетках, в которых ладья останавливалась (включая начальную и конечную), была максимальной. В ответе запишите максимально возможную сумму.",,,,
,set(),,,
,,"[['−3', '1', '−3', '−4'], ['−4', '−4', '−2', '2'], ['6', '1', '2', '−2'], ['−6', '7', '6', '−3']]",,
,,,set(),
,,,,323
text,img,table,file,answer
На вход алгоритма подаётся натуральное число N. Алгоритм строит по нему новое число R следующим образом.,,,,
,set(),,,
,,,,
,,,set(),
,,,,126
text,img,table,file,answer
На вход алгоритма подаётся натуральное число N. Алгоритм строит по нему новое число R следующим образом.,,,,
,set(),,,
,,,,
,,,set(),
,,,,126
text,img,table,file,answer
"В терминологии сетей TCP/IP маской сети называется двоичное число, определяющее, какая часть IP-адреса узла сети относится к адресу сети, а какая – к адресу самого узла в этой сети. Обычно маска записывается по тем же правилам, что и IP-адрес, – в виде четырёх байтов, причём каждый байт записывается в виде десятичного числа. При этом в маске сначала (в старших разрядах) стоят единицы, а затем с некоторого разряда – нули. Адрес сети получается в результате применения поразрядной конъюнкции к заданному IP-адресу узла и маске.",,,,
,set(),,,
,,,,
,,,set(),
,,,,240
text,img,table,file,answer
"Алгоритм вычисления значения функции F(n), где n  — натуральное число, задан следующими соотношениями: ",,,,
,"{'https://ege.sdamgia.ru/formula/svg/a9/a9b595f3d6e36c0afce7fafb57106cf3.svg', 'https://ege.sdamgia.ru/formula/svg/e7/e7fc1b33bf37712c3aca4850cd0b6e1d.svg', 'https://ege.sdamgia.ru/formula/svg/2e/2e33a716b8ffd0687fd6ed2490f282e9.svg', 'https://ege.sdamgia.ru/formula/svg/91/91aded2e2e2c0b45a5bbb574d15931c0.svg', 'https://ege.sdamgia.ru/formula/svg/f4/f4dc0d90d8f73f63f0d1c67632e28bc1.svg', 'https://ege.sdamgia.ru/formula/svg/2d/2d062cc3386558af0096675e0ff9df01.svg', 'https://ege.sdamgia.ru/formula/svg/a8/a8e831b2d7106ee8895a6d7afb8a9b6d.svg', 'https://ege.sdamgia.ru/formula/svg/1f/1fc96d08db38e48b42a48d283331be1a.svg'}",,,
,,,,
,,,set(),
,,,,49
text,img,table,file,answer
"Исполнитель Редактор получает на вход строку цифр и преобразовывает её. Редактор может выполнять две команды, в обеих командах v и w обозначают цепочки цифр.",,,,
,set(),,,
,,,,
,,,set(),
,,,,794
text,img,table,file,answer
"Исполнитель Редактор получает на вход строку цифр и преобразует её. Редактор может выполнять две команды, в обеих командах v и w обозначают цепочки цифр.",,,,
,set(),,,
,,,,
,,,set(),
,,,,44
text,img,table,file,answer
"Исполнитель Редактор получает на вход строку цифр и преобразует её. Редактор может выполнять две команды, в обеих командах v и w обозначают цепочки цифр.",,,,
,set(),,,
,,,,
,,,set(),
,,,,44
text,img,table,file,answer
"По каналу связи передаётся последовательность целых неотрицательных чисел  — показания прибора, полученные с интервалом в 1 мин. в течение T мин. (T  — целое число). Прибор измеряет количество атмосферных осадков, полученное регистратором за минуту, предшествующую моменту регистрации, и передаёт это значение в условных единицах измерения ",,,,
,set(),,,
,,,,
,,,set(),
,,,,1608 7142285
text,img,table,file,answer
"Дана последовательность натуральных чисел. Назовём парой любые два числа из последовательности. Необходимо определить количество пар, в которых сумма чисел в паре делится без остатка на 3, а их произведение  — на 4096.  ",,,,
,set(),,,
,,,,
,,,set(),
,,,,80 572809515
text,img,table,file,answer
"Дана последовательность целых чисел. Расстояние между элементами последовательности  — это разность их порядковых номеров. Например, если два элемента стоят в последовательности рядом, то расстояние между ними равно 1, если два элемента стоят через один  — расстояние равно 2 и т. д.",,,,
,set(),,,
,,,,
,,,set(),
,,,,205706 23894
text,img,table,file,answer
"Исполнитель Черепаха передвигается по плоскости и оставляет след в виде линии. Черепаха может выполнять две команды: Вперёд n (n  — число) и Направо m (m  — число). По команде Вперёд n Черепаха перемещается вперёд на n единиц. По команде Направо m Черепаха поворачивается на месте на m градусов по часовой стрелке, при этом соответственно меняется направление дальнейшего движения.",,,,
,set(),,,
,,,,
,,,set(),
,,,,15
text,img,table,file,answer
Логическая функция F задаётся выражением ((x ∧ w) ∨ (w ∧ z)) ≡ ((z → y) ∧ (y → x)).,,,,
,set(),,,
,,"[[], ['???', '???', '???', '???', 'F'], ['1', '0', '1', '1', '1'], ['1', '0', '', '0', '1'], ['1', '0', '', '0', '1']]",,
,,,set(),
,,,,yzwx
text,img,table,file,answer
"Сколько существует восьмеричных пятизначных чисел, не содержащих в своей записи цифру 1, в которых все цифры различны и никакие две чётные или две нечётные цифры не стоят рядом?",,,,
,set(),,,
,,,,
,,,set(),
,,,,180
text,img,table,file,answer
Алгоритм получает на вход натуральное число N и строит по нему новое число R следующим образом:,,,,
,set(),,,
,,,,
,,,set(),
,,,,141975308
text,img,table,file,answer
Значение выражения 3435 - 79 + 48? записали в системе счисления с основанием 7.,,,,
,set(),,,
,,,,
,,,set(),
,,,,8
text,img,table,file,answer
Значение выражения 3435 - 79 + 48? записали в системе счисления с основанием 7.,,,,
,set(),,,
,,,,
,,,set(),
,,,,8
text,img,table,file,answer
Логическая функция F задаётся выражением (¬x ≡ z) → (y ≡ (w ∨ x)).,,,,
,set(),,,
,,"[[], ['???', '???', '???', '???', 'F'], ['0', '0', '', '', '0'], ['0', '', '', '0', '0'], ['0', '', '0', '0', '0']]",,
,,,set(),
,,,,yxwz
text,img,table,file,answer
"В файле 22_1.xlsx содержится информация о совокупности N вычислительных процессов, которые могут выполняться параллельно или последовательно. Будем говорить, что процесс B зависит от процесса A, если для выполнения процесса B необходимы результаты выполнения процесса A. В этом случае процессы могут выполняться только последовательно. ",,,,
,set(),,,
,,"[[], ['1', '4', '0'], ['2', '3', '0'], ['3', '1', '1;2'], ['4', '7', '3']]",,
,,,{'https://inf-ege.sdamgia.ru//get_file?id=116443'},
,,,,24
text,img,table,file,answer
"При регистрации в компьютерной системе каждому пользователю выдаётся идентификатор, состоящий из 8 символов, первый и последний из которых  — одна из 18 букв, а остальные  — цифры (допускается использование 10 десятичных цифр). Каждый такой идентификатор в компьютерной программе записывается минимально возможным и одинаковым целым количеством байт (при этом используют посимвольное кодирование; все цифры кодируются одинаковым и минимально возможным количеством бит, все буквы также кодируются одинаковым и минимально возможным количеством бит).",,,,
,set(),,,
,,,,
,,,set(),
,,,,2500
text,img,table,file,answer
"Для регистрации на сайте некоторой страны пользователю требуется придумать пароль. Длина пароля  — ровно 7 символов. В качестве символов используются десятичные цифры и 30 различных букв местного алфавита, причём все буквы используются в двух начертаниях: как строчные, так и прописные (регистр буквы имеет значение!). Под хранение каждого такого пароля на компьютере отводится минимально возможное и одинаковое целое количество байтов, при этом используется посимвольное кодирование и все символы кодируются одинаковым и минимально возможным количеством битов. Определите объём памяти, который занимает хранение 40 паролей. (Ответ дайте в байтах.)",,,,
,set(),,,
,,,,
,,,set(),
,,,,280
text,img,table,file,answer
"На рисунке схема дорог изображена в виде графа, в таблице содержатся сведения о длине этих дорог в километрах. Так как таблицу и схему рисовали независимо друг от друга, нумерация населённых пунктов в таблице никак не связана с буквенными обозначениями на графе. Известно, что дорога АБ длиннее дороги БД. Определите длину дороги ГЖ.",,,,
,{'https://inf-ege.sdamgia.ru/get_file?id=143402'},,,
,,"[['', 'П1', 'П2', 'П3', 'П4', 'П5', 'П6', 'П7', 'П8'], ['П1', '', '', '', '', '29', '36', '', ''], ['П2', '', '', '17', '18', '', '', '20', '23'], ['П3', '', '17', '', '31', '', '', '34', ''], ['П4', '', '18', '31', '', '', '', '', ''], ['П5', '29', '', '', '', '', '24', '', '19'], ['П6', '36', '', '', '', '24', '', '16', '21'], ['П7', '', '20', '34', '', '', '16', '', '33'], ['П8', '', '23', '', '', '19', '21', '33', '']]",,
,,,set(),
,,,,23
text,img,table,file,answer
"По каналу связи передаются сообщения, содержащие только шесть букв:  А, B, C, D, E, F. Для передачи используется неравномерный двоичный код, удовлетворяющий условию Фано. Для букв A, B, C используются такие кодовые слова: А  — 11, B  — 101, C  — 0. Укажите кодовое слово наименьшей возможной длины, которое можно использовать для буквы F. Если таких слов несколько, укажите то из них, которое соответствует наименьшему возможному двоичному числу.  Примечание. Условие Фано означает, что ни одно кодовое слово не является началом другого кодового слова. Коды, удовлетворяющие условию Фано, допускают однозначное декодирование",,,,
,set(),,,
,,,,
,,,set(),
,,,,1000
text,img,table,file,answer
Значение выражения 497 + 720 − 28? записали в системе счисления с основанием 7.,,,,
,set(),,,
,,,,
,,,set(),
,,,,12
text,img,table,file,answer
"В терминологии сетей TCP/IP маской сети называется двоичное число, определяющее, какая часть IP-адреса узла сети относится к адресу сети, а какая  — к адресу самого узла в этой сети. Обычно маска записывается по тем же правилам, что и IP-адрес. Адрес сети получается в результате применения поразрядной конъюнкции к заданному IP-адресу узла и маске.",,,,
,set(),,,
,,"[['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H'], ['0', '9', '64', '128', '131', '142', '192', '217']]",,
,,,set(),
,,,,HBDA
text,img,table,file,answer
"Найдите все натуральные числа N, принадлежащие отрезку [400 000 000; 600 000 000], которые можно представить в виде N  =  2m · 3n, где m  — чётное число, n  — нечётное число. В ответе запишите все найденные числа в порядке возрастания.",,,,
,set(),,,
,,,,
,,,set(),
,,,,408146688 452984832 516560652 573308928
text,img,table,file,answer
"Исполнитель Редактор получает на вход строку цифр и преобразует её. Редактор может выполнять две команды, в обеих командах v и w обозначают цепочки цифр.",,,,
,set(),,,
,,,,
,,,set(),
,,,,2211
text,img,table,file,answer
"Исполнитель Редактор получает на вход строку цифр и преобразует её. Редактор может выполнять две команды, в обеих командах v и w обозначают цепочки цифр.",,,,
,set(),,,
,,,,
,,,set(),
,,,,2211
text,img,table,file,answer
"На рисунке слева изображена схема дорог Н-ского района, в таблице звёздочкой обозначено наличие дороги из одного населённого пункта в другой. Отсутствие звёздочки означает, что такой дороги нет.",,,,
,{'https://inf-ege.sdamgia.ru/get_file?id=112894'},,,
,,"[['', '1', '2', '3', '4', '5', '6', '7'], ['1', '', '', '', '', '*', '*', ''], ['2', '', '', '*', '*', '', '', '*'], ['3', '', '*', '', '', '*', '', '*'], ['4', '', '*', '', '', '', '*', ''], ['5', '*', '', '*', '', '', '*', ''], ['6', '*', '', '', '*', '*', '', ''], ['7', '', '*', '*', '', '', '', '']]",,
,,,set(),
,,,,26
text,img,table,file,answer
"Система мониторинга формирует и отправляет специальные сообщения, в которые могут входить только следующие символы: латинские буквы (26 заглавных и 26 строчных), цифры от 0 до 9, пробел. Количество символов в сообщении может быть любым.",,,,
,set(),,,
,,,,
,,,set(),
,,,,12
text,img,table,file,answer
"На вход программы поступает последовательность из n целых положительных чисел. Рассматриваются все пары элементов последовательности ai и aj, такие что i < j и ai > aj (первый элемент пары больше второго; i и j  — порядковые номера чисел в последовательности входных данных). Среди пар, удовлетворяющих этому условию, необходимо найти и напечатать пару с максимальной суммой элементов, которая делится на m  =  120. Если среди найденных пар максимальную сумму имеют несколько, то можно напечатать любую из них.",,,,
,set(),,,
,,,,
,,,set(),
,,,,8096 6544 9977 9943|8096 6544 9982 9938|8096 6544 9967 9953|8096 6544 9990 9930|8096 6544 9987 9933|8096 6544 9978 9942|8096 6544 9998 9922|8096 6544 9982 9938|8096 6544 9979 9941|8096 6544 9966 9954|8096 6544 9993 9927|8096 6544 9999 9921|8096 6544 9981 9939|8096 6544 9975 9945|8096 6544 9964 9956
text,img,table,file,answer
"Для регистрации на сайте некоторой страны пользователю требуется придумать пароль. Длина пароля  — ровно 8 символов. В качестве символов могут быть использованы десятичные цифры и 26 различных букв местного алфавита, причём все буквы используются в двух начертаниях: как строчные, так и прописные (регистр буквы имеет значение). Под хранение каждого такого пароля на компьютере отводится одинаковое и минимально возможное целое количество байтов. При этом используется посимвольное кодирование, и все символы кодируются одинаковым и минимально возможным количеством битов. Определите объём памяти, который используется для хранения 70 паролей. (Ответ дайте в байтах.)  ",,,,
,set(),,,
,,,,
,,,set(),
,,,,420
text,img,table,file,answer
"Текстовый файл состоит не более чем из 106 символов латинского алфавита. Необходимо найти самую длинную подстроку, которая может являться числом в 24 системе счисления. В ответ записать длину последовательности символов, которая может являться числом в 24 системе счисления.",,,,
,set(),,,
,,,,
,,,set(),
,,,,40
text,img,table,file,answer
"В файле 22_30.xlsx содержится информация о совокупности N вычислительных процессов, которые могут выполняться параллельно или последовательно. Будем говорить, что процесс B зависит от процесса A, если для выполнения процесса B необходимы результаты выполнения процесса A. В этом случае процессы могут выполняться только последовательно. ",,,,
,set(),,,
,,"[[], ['1', '4', '0'], ['2', '3', '0'], ['3', '1', '1;2'], ['4', '7', '3']]",,
,,,{'https://inf-ege.sdamgia.ru//get_file?id=116534'},
,,,,33
text,img,table,file,answer
"В файле содержится информация о совокупности N вычислительных процессов, которые могут выполняться параллельно или последовательно. Будем говорить, что процесс В зависит от процесса А, если для выполнения процесса В необходимы результаты выполнения процесса А. ",,,,
,set(),,,
,,"[[], ['1', '4', '0'], ['2', '3', '0'], ['3', 't', '1; 2'], ['4', '7', '3']]",,
,,,set(),
,,,,1
text,img,table,file,answer
"Обозначим через ДЕЛ(n, m) утверждение «натуральное число n делится без остатка на натуральное число m».",,,,
,set(),,,
,,,,
,,,set(),
,,,,30
text,img,table,file,answer
"Текстовый файл состоит не более чем из 106 символов X, Y и Z. Определите длину самой длинной последовательности, состоящей из символов Z. Хотя бы один символ Z находится в последовательности.",,,,
,set(),,,
,,,,
,,,set(),
,,,,7
text,img,table,file,answer
Для какого наименьшего целого неотрицательного числа А выражение,,,,
,set(),,,
,,,,
,,,set(),
,,,,62
text,img,table,file,answer
Алгоритм получает на вход натуральное число N и строит по нему новое число R следующим образом:,,,,
,set(),,,
,,,,
,,,set(),
,,,,463 913
text,img,table,file,answer
"Световое табло состоит из четырёх светящихся элементов, каждый из которых может светиться одним из трёх различных цветов. Каждая комбинация из четырёх цветов кодирует определённый сигнал. Сколько различных сигналов можно передать при помощи табло при условии, что все элементы должны светиться?",,,,
,set(),,,
,,,,
,,,set(),
,,,,81
text,img,table,file,answer
"Два игрока, Петя и Ваня, играют в следующую игру. Перед игроками лежат две кучи камней. Игроки ходят по очереди, первый ход делает Петя. За один ход игрок может добавить в меньшую кучу один камень, добавить два камня или увеличить количество камней в куче в два раза. Изменять количество камней в большей куче не разрешается. Пусть, например, в начале игры в первой куче 5 камней, а во второй  — 8 камней, будем обозначать такую позицию (5, 8). Петя первым ходом должен добавлять камни в первую кучу, он может получить позиции (6, 8), (7, 8) и (10, 8). Если Петя получает позиции (6, 8) и (7, 8), Ваня следующим ходом тоже должен добавлять камни в первую кучу, а если Петя получает позицию (10, 8), Ваня должен добавлять камни во вторую кучу, так как теперь она стала меньшей.",,,,
,set(),,,
,,,,
,,,set(),
,,,,50
text,img,table,file,answer
"Все 5-буквенные слова, составленные из букв В, И, Н, Т, записаны в алфавитном порядке. Вот начало списка:",,,,
,set(),,,
,,,,
,,,set(),
,,,,ТТТНТ
text,img,table,file,answer
"Набор данных состоит из нечётного количества пар натуральных чисел. Необходимо выбрать из каждой пары ровно одно число так, чтобы чётность суммы выбранных чисел совпадала с чётностью большинства выбранных чисел и при этом сумма выбранных чисел была как можно меньше. Определите минимальную сумму, которую можно получить при таком выборе. Гарантируется, что удовлетворяющий условиям выбор возможен.",,,,
,set(),,,
,,,,
,,,set(),
,,,,61772 18484085
text,img,table,file,answer
"Алгоритм вычисления значения функции F(n), где n - натуральное число, задан следующими соотношениями:",,,,
,set(),,,
,,,,
,,,set(),
,,,,63
text,img,table,file,answer
"Камера наблюдения каждые n секунд (n  — целое число) делает фотографию с разрешением 1200 × 800 пикселей и палитрой 65 536 цветов. Фотографии передаются по каналу с пропускной способностью 300 Кбайт/сек, при этом используются методы сжатия, позволяющие уменьшить размер изображения в среднем на 40%.",,,,
,set(),,,
,,,,
,,,set(),
,,,,4
text,img,table,file,answer
"Алгоритм вычисления значения функции F(n), где n  — целое неотрицательное число, задан следующими соотношениями:",,,,
,set(),,,
,,,,
,,,set(),
,,,,259060409
text,img,table,file,answer
Обозначим остаток от деления натурального числа a на натуральное число b как a mod b.,,,,
,set(),,,
,,,,
,,,set(),
,,,,242
text,img,table,file,answer
"Алгоритм вычисления значения функции F(n), где n  — натуральное число, задан следующими соотношениями: ",,,,
,"{'https://ege.sdamgia.ru/formula/svg/a9/a9b595f3d6e36c0afce7fafb57106cf3.svg', 'https://ege.sdamgia.ru/formula/svg/e7/e7fc1b33bf37712c3aca4850cd0b6e1d.svg', 'https://ege.sdamgia.ru/formula/svg/2e/2e33a716b8ffd0687fd6ed2490f282e9.svg', 'https://ege.sdamgia.ru/formula/svg/91/91aded2e2e2c0b45a5bbb574d15931c0.svg', 'https://ege.sdamgia.ru/formula/svg/f4/f4dc0d90d8f73f63f0d1c67632e28bc1.svg', 'https://ege.sdamgia.ru/formula/svg/2d/2d062cc3386558af0096675e0ff9df01.svg', 'https://ege.sdamgia.ru/formula/svg/a8/a8e831b2d7106ee8895a6d7afb8a9b6d.svg', 'https://ege.sdamgia.ru/formula/svg/1f/1fc96d08db38e48b42a48d283331be1a.svg'}",,,
,,,,
,,,set(),
,,,,49
text,img,table,file,answer
"Если маска подсети 255.255.252.0 и IP-адрес компьютера в сети 226.185.90.162, то номер компьютера в сети равен_____",,,,
,set(),,,
,,,,
,,,set(),
,,,,674
text,img,table,file,answer
"Алгоритм вычисления значения функции F(n), где n  — натуральное число, задан следующими соотношениями: ",,,,
,set(),,,
,,,,
,,,set(),
,,,,4045
text,img,table,file,answer
"Алгоритм вычисления значения функции F(n), где n - натуральное число, задан следующими соотношениями:",,,,
,set(),,,
,,,,
,,,set(),
,,,,63
text,img,table,file,answer
Последовательность чисел Падована задается рекуррентным соотношением:,,,,
,set(),,,
,,,,
,,,set(),
,,,,16
text,img,table,file,answer
"Алгоритм вычисления значения функции F(n), где n – натуральное число, задан следующими соотношениями: ",,,,
,set(),,,
,,,,
,,,set(),
,,,,8
text,img,table,file,answer
"По каналу связи передаётся последовательность целых неотрицательных чисел  —  показания прибора, полученные с интервалом в 1 мин. в течение T мин. (T  — целое число). Прибор измеряет количество атмосферных осадков, полученное регистратором за минуту, предшествующую моменту регистрации, и передаёт это значение в условных единицах измерения. Определите два таких переданных числа, чтобы между моментами их передачи прошло не менее K мин., а их сумма была максимально возможной. Укажите найденное суммарное количество осадков.",,,,
,set(),,,
,,,,
,,,set(),
,,,,1993 9999996
text,img,table,file,answer
"Исполнитель Редактор получает на вход строку цифр и преобразовывает её. Редактор может выполнять две команды, в обеих командах v и w обозначают цепочки цифр. ",,,,
,set(),,,
,,,,
,,,set(),
,,,,39
text,img,table,file,answer
"Каждый сотрудник предприятия получает электронный пропуск, на котором записаны личный код сотрудника, код подразделения и некоторая дополнительная информация. Личный код состоит из 17 символов, каждый из которых может быть одной из 12 допустимых заглавных букв или одной из 8 цифр (цифры 0 и 3 не используются). Для записи кода на пропуске отведено минимально возможное целое число байтов. При этом используют посимвольное кодирование, все символы кодируют одинаковым минимально возможным количеством битов. ",,,,
,set(),,,
,,,,
,,,set(),
,,,,23
text,img,table,file,answer
"Алгоритм вычисления значения функции F(n), где n – натуральное число, задан следующими соотношениями:",,,,
,set(),,,
,,,,
,,,set(),
,,,,315
text,img,table,file,answer
"В текстовом файле записан набор натуральных чисел, не превышающих 109. Гарантируется, что все числа различны. Необходимо определить, сколько в наборе таких пар чётных чисел, что их среднее арифметическое тоже присутствует в файле, и чему равно наибольшее из средних арифметических таких пар.",,,,
